Step: 0   Time: 0
32.662097950700    24.238419065300    20.601090991000
0.958537767622    11.214826057600    5.410376766140
5.463732731470    32.473745802000    32.272537512000
23.157595598000    21.461967173400    19.185742681000
20.969379283200    27.223493580100    27.748157849300
10.180626559100    32.547230305600    33.161990222200
6.113268172870    15.008846209900    3.434946563380
32.629225912500    27.835074175200    3.875312047660
0.202429969381    20.621413515000    27.503153858400
11.352957658600    5.935294517150    26.867305877800
4.627835168130    8.565996914830    29.556764579200
7.488759709190    9.641309912740    27.213532415700
25.407072952700    18.527624494200    5.616852942000
20.792350170800    16.849323991900    12.768039434900
12.456653738000    4.759236882550    16.786016957800
14.057181659400    10.941944278500    17.017849530800
12.484062349200    31.386457976200    3.780727709170
17.496929894000    35.681792495700    31.684193573300
28.069493405900    26.895067738200    4.100991396410
28.274988836900    1.046806747590    15.502407043900
23.785895846700    19.593220431300    27.380898548100
9.422426528640    23.509798646000    31.167074113000
4.146284302460    34.014301061000    10.626368871100
32.378441877700    15.570908110300    26.110165908100
9.255622080790    28.835512765900    19.202536386000
15.684833135900    23.158168302800    27.313879314800
3.570144309140    15.372135046400    26.943706949200
22.397944565200    11.604316567900    5.566928049200
11.069367398600    8.509663032330    16.354668936500
4.850420246110    2.497593596300    13.592578039600
33.246585333200    20.980954979100    18.658963628000
22.430921010600    2.164335703340    24.365996232000
2.031573768790    20.049077888000    35.629572929500
1.263099032040    35.446674804700    3.846139491800
31.887123030600    13.028480318800    18.862407181600
3.762841904770    5.301248747010    21.154689559900
7.358116053660    18.535557037300    20.506239301200
7.610552730590    25.560133594800    18.715288299300
25.421445441000    12.263152833500    3.002166059240
17.692397376500    8.330345542400    19.649109974000
4.883026179200    24.260715730200    7.802319837760
35.234229591900    4.340307336430    21.411642227700
5.127060191750    11.751385177700    11.553629110400
21.770392282600    0.664391562600    18.548631127400
33.706707893300    28.809428418600    7.877531703760
9.350787088020    24.122285226600    6.594742393000
6.145638074990    28.996117468500    17.879663691400
25.732628606400    2.011536260790    32.908183940400
3.528818582230    19.330019128300    26.966792606700
22.483519955900    14.930331254700    1.326990080400
2.660798866360    29.785045228000    17.013505211600
6.652708005920    16.024143833900    10.483987314800
2.248103175980    15.270703675000    10.610642009600
3.890812080700    12.656509935400    23.824833777000
6.609035093550    7.315631955810    17.806384133600
3.711340524070    35.745113313400    16.474490879100
31.234096627400    14.122054601800    15.094602783500
5.476546018630    13.175611431300    35.992760640200
24.819531078100    19.976657685300    8.882635732450
26.066767669300    22.339124563600    17.816355458500
4.258322303110    11.510127757600    16.466314299800
31.904637027800    10.757036374600    2.060132222350
19.957713008100    29.124681617300    8.487647780920
32.777376494500    35.684440619100    26.667135070100
30.409891388000    28.801692579200    17.007942164900
34.032185379900    9.203298416650    21.559520839600
13.635042426200    32.877673346400    10.365022921200
34.974035769000    13.751385565400    28.623217659100
29.882946302300    25.812048282000    26.269562393400
10.334645273000    18.979154286400    23.034852715600
17.987409277100    2.113583914470    9.659544610370
26.727761555600    32.396903342300    28.509267132300
29.530251785300    13.626410564800    25.125080330300
33.102513974400    18.006520456000    5.738732267210
12.626868331700    2.389919898140    19.577295994000
22.465658073100    25.156679876100    14.044784508000
28.903095760600    25.366807209200    18.915030901100
12.794371271000    14.084226310500    18.076601569900
34.294278438000    24.649922479500    13.773757893700
21.551096527600    32.245204915400    7.329589483190
14.964971151800    5.299574377200    1.443244416060
30.460608512700    12.224905793400    8.119296985250
27.697485430000    3.264711404960    11.402571922900
13.066709422800    32.346832090500    20.752797801000
0.489415710245    26.691490723600    6.784500975390
7.566786830090    17.775658081600    16.453882890600
22.488312040300    6.707417375460    10.216408527300
32.986487121600    17.248729885300    19.352387040800
34.740772377400    30.702908077600    16.623679129600
6.698379445420    16.994812919800    24.765530003500
30.887646940500    12.964349399800    32.865545918600
30.093278946800    6.016029072400    35.671671407600
16.759043129100    16.484168611900    4.770742305240
25.184080820400    27.998617061900    32.868978640200
14.611491906900    29.250036559800    10.590479612300
3.178448272290    5.443264111280    8.980941583260
34.680152944200    12.505965676500    32.489480293400
1.310000514910    5.311046369750    18.834358117200
13.906897591600    4.116202789570    9.735990141120
35.677139075400    4.856523820450    9.148296820480
25.903593171700    23.754609844200    25.694625435300
21.840751647200    27.978974674100    4.296713458960
1.239394659530    3.132160163350    25.920404588000
14.252613805800    13.615082837000    2.677710945680
15.816179912900    13.950435094100    7.104475517420
29.145639208900    13.329857094500    3.581899094090
1.465613741810    26.584196404000    20.670310823300
4.821846505670    12.296594417800    19.912768901300
11.295811669700    7.054855077110    33.364738362000
22.816240734900    7.774514204590    34.489975705900
4.750631757030    35.751443339400    6.103880872620
9.760182439160    14.543505211200    16.226535498400
32.134966255800    35.173743197400    11.677733741300
6.919913365640    5.834826588040    23.572391978900
25.014319573900    8.522109066630    4.930940527440
1.108043854690    8.796026817340    27.908442892800
22.876286019100    8.576478393280    29.107748882700
18.774572415400    24.512283396300    25.913229664600
15.441593244000    26.963060564400    3.265090508840
17.936868392800    33.865603509200    22.269297555300
11.182644066900    3.893205633740    23.642603078100
5.608397116000    9.492677695310    24.121694194300
26.390222405100    19.820225164600    19.790073683800
5.439898328930    2.253530651570    20.327518116200
26.210174022400    31.360286108900    31.975614559300
5.867693630470    5.255587279500    32.021704279400
